column_number,row_letter,concentration,well,plate,mouse_id,name
19,4,2.3624662468747584,4.019.0,MAA000445,killer_mouse,4.019.0-MAA000445-killer_mouse-1
19,5,3.407205659160711,5.019.0,MAA000445,killer_mouse,5.019.0-MAA000445-killer_mouse-1
19,6,2.6309108179090677,6.019.0,MAA000445,killer_mouse,6.019.0-MAA000445-killer_mouse-1
19,7,2.5235544127468286,7.019.0,MAA000445,killer_mouse,7.019.0-MAA000445-killer_mouse-1
19,8,4.032743006496184,8.019.0,MAA000445,killer_mouse,8.019.0-MAA000445-killer_mouse-1
19,9,3.260280162969799,9.019.0,MAA000445,killer_mouse,9.019.0-MAA000445-killer_mouse-1
19,10,3.8063191066402973,10.019.0,MAA000445,killer_mouse,10.019.0-MAA000445-killer_mouse-1
19,11,3.3435656446391766,11.019.0,MAA000445,killer_mouse,11.019.0-MAA000445-killer_mouse-1
19,12,3.126180974764603,12.019.0,MAA000445,killer_mouse,12.019.0-MAA000445-killer_mouse-1
19,13,3.199441584116211,13.019.0,MAA000445,killer_mouse,13.019.0-MAA000445-killer_mouse-1
19,15,3.2752911243024903,15.019.0,MAA000445,killer_mouse,15.019.0-MAA000445-killer_mouse-1
20,0,2.8481797331183603,0.020.0,MAA000445,killer_mouse,0.020.0-MAA000445-killer_mouse-1
20,1,3.3574985326713445,1.020.0,MAA000445,killer_mouse,1.020.0-MAA000445-killer_mouse-1
20,2,4.115515366738871,2.020.0,MAA000445,killer_mouse,2.020.0-MAA000445-killer_mouse-1
20,3,1.9535965815617484,3.020.0,MAA000445,killer_mouse,3.020.0-MAA000445-killer_mouse-1
20,4,2.8452020739301354,4.020.0,MAA000445,killer_mouse,4.020.0-MAA000445-killer_mouse-1
20,5,3.131720785723143,5.020.0,MAA000445,killer_mouse,5.020.0-MAA000445-killer_mouse-1
20,6,2.880289558962722,6.020.0,MAA000445,killer_mouse,6.020.0-MAA000445-killer_mouse-1
20,7,2.7157710813307325,7.020.0,MAA000445,killer_mouse,7.020.0-MAA000445-killer_mouse-1
20,8,2.8045773694613656,8.020.0,MAA000445,killer_mouse,8.020.0-MAA000445-killer_mouse-1
20,9,3.2808343906241726,9.020.0,MAA000445,killer_mouse,9.020.0-MAA000445-killer_mouse-1
20,10,1.6730133198071204,10.020.0,MAA000445,killer_mouse,10.020.0-MAA000445-killer_mouse-1
20,11,4.387575975302019,11.020.0,MAA000445,killer_mouse,11.020.0-MAA000445-killer_mouse-1
20,12,3.2256617434838337,12.020.0,MAA000445,killer_mouse,12.020.0-MAA000445-killer_mouse-1
20,14,2.03837564394956,14.020.0,MAA000445,killer_mouse,14.020.0-MAA000445-killer_mouse-1
20,15,3.1677559040976164,15.020.0,MAA000445,killer_mouse,15.020.0-MAA000445-killer_mouse-1
21,0,2.7385540182121506,0.021.0,MAA000445,killer_mouse,0.021.0-MAA000445-killer_mouse-1
21,1,3.104504617929636,1.021.0,MAA000445,killer_mouse,1.021.0-MAA000445-killer_mouse-1
21,2,3.131536787635794,2.021.0,MAA000445,killer_mouse,2.021.0-MAA000445-killer_mouse-1
21,3,2.81462729316192,3.021.0,MAA000445,killer_mouse,3.021.0-MAA000445-killer_mouse-1
21,4,3.2199085638512317,4.021.0,MAA000445,killer_mouse,4.021.0-MAA000445-killer_mouse-1
21,5,2.9028219820162944,5.021.0,MAA000445,killer_mouse,5.021.0-MAA000445-killer_mouse-1
21,6,3.1207007688202744,6.021.0,MAA000445,killer_mouse,6.021.0-MAA000445-killer_mouse-1
21,7,2.4323120936005895,7.021.0,MAA000445,killer_mouse,7.021.0-MAA000445-killer_mouse-1
21,8,2.6634145551516974,8.021.0,MAA000445,killer_mouse,8.021.0-MAA000445-killer_mouse-1
21,9,2.91036244823446,9.021.0,MAA000445,killer_mouse,9.021.0-MAA000445-killer_mouse-1
21,10,2.583287275394751,10.021.0,MAA000445,killer_mouse,10.021.0-MAA000445-killer_mouse-1
21,11,3.1767847679895014,11.021.0,MAA000445,killer_mouse,11.021.0-MAA000445-killer_mouse-1
21,12,2.9838744352546995,12.021.0,MAA000445,killer_mouse,12.021.0-MAA000445-killer_mouse-1
21,13,3.759198319463244,13.021.0,MAA000445,killer_mouse,13.021.0-MAA000445-killer_mouse-1
21,14,3.3522403338089344,14.021.0,MAA000445,killer_mouse,14.021.0-MAA000445-killer_mouse-1
22,6,0.8003147107148236,6.022.0,MAA000445,killer_mouse,6.022.0-MAA000445-killer_mouse-1
22,8,0.788567339870416,8.022.0,MAA000445,killer_mouse,8.022.0-MAA000445-killer_mouse-1
22,11,0.8157351325799255,11.022.0,MAA000445,killer_mouse,11.022.0-MAA000445-killer_mouse-1
22,15,2.7847565426340304,15.022.0,MAA000445,killer_mouse,15.022.0-MAA000445-killer_mouse-1
